timestamp,open,high,low,close,volume
2020-02-26 14:30:00,292.7082,292.9900,291.6160,292.0798,880227
2020-02-26 14:15:00,290.7000,292.6800,290.6200,292.6800,1117676
2020-02-26 14:00:00,289.7600,293.0400,289.4100,290.8000,1525096
2020-02-26 13:45:00,294.1900,294.2700,289.5700,289.6501,1646921
2020-02-26 13:30:00,293.6500,294.6210,293.2660,294.2200,893031
2020-02-26 13:15:00,293.7300,294.2700,293.2450,293.6200,725722
2020-02-26 13:00:00,293.3800,294.1950,293.3000,293.7300,815889
2020-02-26 12:45:00,292.8800,294.5600,292.8800,293.3600,1251533
2020-02-26 12:30:00,291.9100,292.9400,290.3100,292.8224,1384019
2020-02-26 12:15:00,294.6100,294.8800,290.8710,291.8742,1839378
2020-02-26 12:00:00,296.3700,296.6000,294.5200,294.6300,1201089
2020-02-26 11:45:00,297.5200,297.5300,296.2800,296.3200,1358597
2020-02-26 11:30:00,295.7500,297.8800,295.6200,297.5499,1132561
2020-02-26 11:15:00,296.3200,296.3600,295.3000,295.7100,1335099
2020-02-26 11:00:00,297.3400,297.7000,296.3201,296.3600,1773962
2020-02-26 10:45:00,294.8365,297.5200,294.7200,297.3500,2095427
2020-02-26 10:30:00,292.8900,295.7800,292.8400,294.8117,2246234
2020-02-26 10:15:00,292.0900,293.0650,290.6145,292.9500,1597218
2020-02-26 10:00:00,293.0300,293.1900,291.1700,292.1500,2141916
2020-02-26 09:45:00,286.5300,293.3564,286.5000,292.8400,5866938
2020-02-25 16:00:00,287.9900,289.3700,287.8900,288.1100,3321172
2020-02-25 15:45:00,288.6100,288.6322,286.1300,287.9150,2791944
2020-02-25 15:30:00,290.0400,290.5500,288.4600,288.6463,1782151
2020-02-25 15:15:00,290.8500,292.2900,290.0780,290.0780,1517994
2020-02-25 15:00:00,290.6100,291.2500,289.9590,290.8400,1584855
2020-02-25 14:45:00,289.6700,290.5850,288.9160,290.5850,2016609
2020-02-25 14:30:00,292.1600,292.1800,289.6840,289.6844,1735407
2020-02-25 14:15:00,292.6750,292.8500,290.5500,292.1100,1647039
2020-02-25 14:00:00,293.8900,294.1950,292.6700,292.6700,981219
2020-02-25 13:45:00,294.3427,294.3427,292.6100,293.8680,1145409
2020-02-25 13:30:00,294.8200,294.9900,293.5500,294.3400,952365
2020-02-25 13:15:00,294.0600,295.3400,293.6900,294.8283,1077140
2020-02-25 13:00:00,294.1300,294.4700,293.3470,294.1100,899473
2020-02-25 12:45:00,294.1800,295.8800,293.8800,294.1100,893175
2020-02-25 12:30:00,295.6100,295.7650,293.8200,294.2100,934115
2020-02-25 12:15:00,295.3345,296.4400,294.8790,295.6257,1047633
2020-02-25 12:00:00,292.8300,296.0799,292.8000,295.2500,1436399
2020-02-25 11:45:00,292.2306,293.3900,291.6990,292.8200,1656747
2020-02-25 11:30:00,292.6011,292.7399,290.3500,292.2950,2727453
2020-02-25 11:15:00,295.3500,296.0000,292.4400,292.6100,2242830
2020-02-25 11:00:00,297.8400,298.0700,294.6200,295.4000,1960858
2020-02-25 10:45:00,297.6900,297.9550,296.3850,297.8100,1941340
2020-02-25 10:30:00,299.9400,300.2200,297.2800,297.6900,1658375
2020-02-25 10:15:00,300.0400,300.4500,299.6600,299.8900,1275476
2020-02-25 10:00:00,300.1000,300.5000,299.1300,300.1100,2020192
2020-02-25 09:45:00,301.9400,302.5200,300.0900,300.0900,3676407
2020-02-24 16:00:00,300.1100,300.8500,298.1700,298.1700,2874360
2020-02-24 15:45:00,300.6200,300.6500,300.0600,300.1063,1292250
2020-02-24 15:30:00,301.8100,301.8900,300.3000,300.5612,1133699
2020-02-24 15:15:00,302.2000,303.2400,301.7400,301.8200,1241592
2020-02-24 15:00:00,301.3621,302.5000,301.3100,302.1700,1001385
2020-02-24 14:45:00,300.7100,301.5300,300.5340,301.3600,857680
2020-02-24 14:30:00,299.6100,300.7800,299.5600,300.6850,798426
2020-02-24 14:15:00,300.3700,300.5000,299.2290,299.6000,723783
2020-02-24 14:00:00,299.9900,300.5300,299.9000,300.3800,690475
2020-02-24 13:45:00,299.8300,300.3850,299.6200,299.9850,642410
2020-02-24 13:30:00,299.2800,299.8700,298.6700,299.8500,801144
2020-02-24 13:15:00,300.0700,300.0700,298.9800,299.3050,827481
2020-02-24 13:00:00,300.6900,300.9200,299.9400,300.1400,722130
2020-02-24 12:45:00,299.1500,300.8730,298.7500,300.6500,946750
2020-02-24 12:30:00,298.4000,299.6400,298.2100,299.1631,1053829
2020-02-24 12:15:00,299.6600,299.7800,298.1000,298.4000,919380
2020-02-24 12:00:00,299.2600,299.7800,298.5000,299.7100,1087580
2020-02-24 11:45:00,300.4400,300.6200,298.7800,299.2500,1015078
2020-02-24 11:30:00,299.0800,300.7934,298.9000,300.4401,1160612
2020-02-24 11:15:00,301.0800,301.3599,298.9200,299.0826,1216808
2020-02-24 11:00:00,299.7100,301.1200,299.0100,301.1100,1512975
2020-02-24 10:45:00,300.2099,300.3800,298.7600,299.7050,1804159
2020-02-24 10:30:00,302.6600,302.7900,299.6300,300.2596,2107291
2020-02-24 10:15:00,302.7700,303.2570,301.4100,302.6400,1874010
2020-02-24 10:00:00,302.2600,304.0710,301.7000,302.7800,2952140
2020-02-24 09:45:00,290.4610,302.1900,289.2800,302.1900,11035283
2020-02-21 16:00:00,311.7900,313.5600,311.7900,313.0300,2166842
2020-02-21 15:45:00,311.3100,311.8900,311.0000,311.7521,1007621
2020-02-21 15:30:00,311.7100,311.8500,311.1100,311.3300,701102
2020-02-21 15:15:00,312.1000,312.1300,311.3550,311.7156,705790
2020-02-21 15:00:00,312.4100,312.4100,311.8800,312.1400,736887
2020-02-21 14:45:00,311.5600,312.5790,311.3602,312.4000,850336
2020-02-21 14:30:00,311.3300,311.8200,310.6100,311.5800,1136387
2020-02-21 14:15:00,312.0800,312.5300,310.9400,311.3200,1258022
2020-02-21 14:00:00,313.0900,313.2600,311.3700,312.1400,1699871
2020-02-21 13:45:00,314.5464,314.5600,312.9300,313.0555,1113758
2020-02-21 13:30:00,314.4950,315.2200,314.3500,314.5560,526981
2020-02-21 13:15:00,315.1199,315.4700,314.4600,314.4606,521759
2020-02-21 13:00:00,315.8100,315.9900,314.8700,315.1300,813655
2020-02-21 12:45:00,316.0843,316.1300,315.4300,315.7900,555917
2020-02-21 12:30:00,316.7700,316.8200,316.0550,316.0800,480367
2020-02-21 12:15:00,316.9350,317.4200,316.7500,316.7700,388283
2020-02-21 12:00:00,317.1500,317.3700,316.7200,316.9700,322051
2020-02-21 11:45:00,316.8800,317.1500,316.6990,317.1400,482161
2020-02-21 11:30:00,316.2000,316.9200,315.7670,316.8800,615805
2020-02-21 11:15:00,316.3000,316.5050,315.9400,316.2250,474284
2020-02-21 11:00:00,316.0700,316.6150,315.7100,316.3100,711980
2020-02-21 10:45:00,317.5000,317.5100,315.8000,316.0272,1004875
2020-02-21 10:30:00,316.6101,317.5710,316.6000,317.4928,808601
2020-02-21 10:15:00,317.2800,317.6300,316.5950,316.5950,1019575
2020-02-21 10:00:00,317.6500,317.8600,316.4100,317.2800,1665419
2020-02-21 09:45:00,319.6450,320.0700,317.4400,318.1100,2874785
2020-02-20 16:00:00,320.6500,320.9300,319.9900,320.3200,1207529
2020-02-20 15:45:00,320.2050,320.6600,320.2000,320.6400,556780
2020-02-20 15:30:00,320.1000,320.6200,319.8700,320.2100,415324
2020-02-20 15:15:00,320.4100,320.4860,319.9120,320.0900,442690
2020-02-20 15:00:00,320.8500,320.8700,320.2400,320.4000,415773
2020-02-20 14:45:00,319.9818,321.1300,319.9400,320.8100,634540
2020-02-20 14:30:00,320.5500,320.6200,319.9800,319.9800,354392
2020-02-20 14:15:00,319.7200,320.9100,319.7200,320.5700,459096
2020-02-20 14:00:00,319.8600,320.1620,319.5700,319.7300,295797
2020-02-20 13:45:00,320.3050,320.5300,319.7400,319.8503,379372
2020-02-20 13:30:00,320.8950,321.0600,319.7200,320.3100,500024
2020-02-20 13:15:00,320.2100,320.9200,319.6700,320.8900,550770
2020-02-20 13:00:00,318.7400,320.2965,318.6200,320.2400,669662
2020-02-20 12:45:00,319.1800,319.5150,318.7500,318.7564,599360
2020-02-20 12:30:00,319.9460,319.9500,319.1600,319.1600,592111
2020-02-20 12:15:00,319.8600,319.9800,318.7300,319.9500,898827
2020-02-20 12:00:00,319.8300,320.2700,319.1400,319.9100,992129
2020-02-20 11:45:00,320.6900,320.9600,318.2700,319.7796,1687386
2020-02-20 11:30:00,321.6499,322.0100,320.7000,320.7100,1090812
2020-02-20 11:15:00,322.8000,322.8594,321.5600,321.6404,1030744
2020-02-20 11:00:00,323.9360,324.0500,322.6600,322.7933,727489
2020-02-20 10:45:00,323.3800,324.0100,323.2400,323.9100,532222
2020-02-20 10:30:00,323.9900,323.9900,323.0100,323.3900,846996
2020-02-20 10:15:00,324.3900,324.5400,323.9000,323.9900,679603
2020-02-20 10:00:00,323.7800,324.4850,323.7350,324.3800,904695
2020-02-20 09:45:00,322.6300,324.5800,322.5800,323.8500,1910198
2020-02-19 16:00:00,323.1600,323.6700,323.0000,323.6400,1222613
2020-02-19 15:45:00,323.6800,323.8000,323.0500,323.1301,738883
2020-02-19 15:30:00,323.5520,323.8100,323.5100,323.6700,398509
2020-02-19 15:15:00,323.9916,324.1300,323.3950,323.5600,502229
2020-02-19 15:00:00,324.2554,324.3000,323.9500,323.9900,300224
2020-02-19 14:45:00,323.9400,324.2900,323.9130,324.2600,265632
2020-02-19 14:30:00,324.0638,324.1800,323.9098,323.9346,244369
2020-02-19 14:15:00,323.9292,324.1150,323.7600,324.0600,358446
2020-02-19 14:00:00,324.0400,324.1500,323.7800,323.9500,284886
2020-02-19 13:45:00,324.2200,324.2200,323.8600,324.0200,282798
2020-02-19 13:30:00,324.0500,324.2900,324.0400,324.2292,259336
2020-02-19 13:15:00,324.4200,324.4400,323.8500,324.0400,339872
2020-02-19 13:00:00,324.3619,324.5440,324.3200,324.4079,303291
2020-02-19 12:45:00,323.9600,324.4600,323.8997,324.3400,318165
2020-02-19 12:30:00,323.8300,324.3000,323.8300,323.9424,446746
2020-02-19 12:15:00,323.9500,323.9900,323.6000,323.8100,416985
2020-02-19 12:00:00,323.9600,324.2420,323.7500,323.9800,485661
2020-02-19 11:45:00,324.1200,324.4350,323.9100,323.9600,529170
2020-02-19 11:30:00,324.2700,324.5200,324.0700,324.1300,670429
2020-02-19 11:15:00,323.5900,324.4600,323.5100,324.3000,932374
2020-02-19 11:00:00,323.3600,323.8300,323.2100,323.5900,1142671
2020-02-19 10:45:00,323.1992,323.4400,322.8700,323.3500,903146
2020-02-19 10:30:00,322.5900,323.2900,322.4300,323.1700,827109
2020-02-19 10:15:00,322.7000,322.7700,321.9400,322.6107,877223
2020-02-19 10:00:00,322.0200,322.9200,321.8600,322.7100,1239034
2020-02-19 09:45:00,320.0000,322.4600,320.0000,321.8508,2877960
2020-02-18 16:00:00,319.1700,319.4500,318.4700,319.0200,1282529
2020-02-18 15:45:00,319.1900,319.2300,318.8200,319.1598,757649
2020-02-18 15:30:00,319.6000,319.6460,319.0000,319.2000,598219
2020-02-18 15:15:00,319.2862,319.6322,318.8500,319.6000,717267
2020-02-18 15:00:00,319.6573,319.6600,319.1400,319.3000,636103
2020-02-18 14:45:00,319.1600,319.6310,318.9100,319.6307,774381
2020-02-18 14:30:00,317.8800,319.1800,317.8680,319.1600,796167
2020-02-18 14:15:00,318.1101,318.1120,317.5700,317.8945,387623
2020-02-18 14:00:00,317.6600,318.1480,317.5100,318.1100,591139
2020-02-18 13:45:00,317.7050,318.1800,317.6100,317.6500,478289
2020-02-18 13:30:00,317.6900,318.1900,317.6100,317.7090,619658
2020-02-18 13:15:00,317.0724,317.9123,317.0602,317.7300,767643
2020-02-18 13:00:00,316.4002,317.2000,316.4002,317.0724,563755
2020-02-18 12:45:00,316.3000,317.0300,316.2987,316.4131,820894
2020-02-18 12:30:00,316.1600,316.3600,315.7640,316.2600,797081
2020-02-18 12:15:00,315.6000,316.1500,315.3400,316.1300,1340973
2020-02-18 12:00:00,316.2300,316.5900,315.6000,315.6150,922212
2020-02-18 11:45:00,316.9600,317.3350,316.2500,316.2500,883342
2020-02-18 11:30:00,317.1600,317.3300,316.7200,316.9800,886321
2020-02-18 11:15:00,317.7900,317.9260,317.1600,317.1600,743172
2020-02-18 11:00:00,317.5600,318.6400,317.5600,317.8100,1150813
2020-02-18 10:45:00,316.5900,317.7200,316.5200,317.5594,889794
2020-02-18 10:30:00,317.2557,317.6780,316.5870,316.5872,1289940
2020-02-18 10:15:00,317.7400,317.8381,316.8000,317.2600,1899492
2020-02-18 10:00:00,315.3000,317.7800,315.3000,317.7400,2176769
2020-02-18 09:45:00,315.3600,318.2300,314.9300,315.3099,7043045
2020-02-14 16:00:00,324.1800,325.0000,324.1800,324.9500,1486853
2020-02-14 15:45:00,323.7200,324.1900,323.6127,324.1600,403234
2020-02-14 15:30:00,324.0900,324.1450,323.6600,323.7500,455994
2020-02-14 15:15:00,324.4600,324.5300,323.9900,324.0662,335986
2020-02-14 15:00:00,324.3700,324.6900,324.2300,324.5000,271760
2020-02-14 14:45:00,324.1200,324.6225,323.8499,324.3400,479292
2020-02-14 14:30:00,323.8600,324.2600,323.3400,324.1300,563404
2020-02-14 14:15:00,324.0810,324.4700,323.8600,323.8630,342022
2020-02-14 14:00:00,324.7200,324.7600,323.9500,324.0848,341130
2020-02-14 13:45:00,324.2300,324.8300,324.1500,324.7400,248381
2020-02-14 13:30:00,324.9100,324.9554,324.1900,324.2400,374555
2020-02-14 13:15:00,324.2000,325.0900,323.9600,324.9050,690815
2020-02-14 13:00:00,324.3700,324.7300,324.2000,324.2100,299612
2020-02-14 12:45:00,324.5168,324.7000,324.2800,324.3559,241267
2020-02-14 12:30:00,324.6400,324.8270,324.1800,324.5200,413968
2020-02-14 12:15:00,324.9700,325.1299,324.4500,324.6400,285742
2020-02-14 12:00:00,325.0400,325.4300,324.7200,325.0200,498904
2020-02-14 11:45:00,325.0800,325.0800,324.6250,324.8120,420536
2020-02-14 11:30:00,325.6000,325.6800,324.9600,325.0999,364052
2020-02-14 11:15:00,325.7400,325.8800,324.9600,325.5900,547426
2020-02-14 11:00:00,325.2100,326.1400,325.1400,325.7500,773054
2020-02-14 10:45:00,324.9400,325.3200,324.6300,325.1743,675981
2020-02-14 10:30:00,323.2600,324.9600,323.0800,324.9276,959285
2020-02-14 10:15:00,323.9300,324.2350,322.8500,323.2643,939746
2020-02-14 10:00:00,324.5300,325.0100,323.6800,323.9600,899069
2020-02-14 09:45:00,324.7400,325.8900,324.5100,324.5100,1608711
2020-02-13 16:00:00,324.8000,325.4400,324.6400,324.9400,947545
2020-02-13 15:45:00,325.2200,325.3000,324.5200,324.7900,577467
2020-02-13 15:30:00,324.9800,325.2548,324.8600,325.2150,390763
2020-02-13 15:15:00,326.0370,326.1800,324.9500,324.9601,567205
2020-02-13 15:00:00,325.8200,326.1800,325.7400,326.0300,345184
2020-02-13 14:45:00,325.5500,326.0100,325.5100,325.8100,322110
2020-02-13 14:30:00,325.6735,325.7300,325.1500,325.5000,416791
2020-02-13 14:15:00,325.7600,326.1600,325.4400,325.6320,422550
2020-02-13 14:00:00,325.6400,326.2700,325.6400,325.7600,470488
2020-02-13 13:45:00,325.2300,325.6799,325.0300,325.6200,335714
2020-02-13 13:30:00,324.6700,325.3900,324.4000,325.2500,485102
2020-02-13 13:15:00,324.6500,325.0600,324.5002,324.6900,412005
2020-02-13 13:00:00,325.2600,325.7500,324.5900,324.6400,481081
2020-02-13 12:45:00,325.5900,325.8001,325.0400,325.2100,382582
2020-02-13 12:30:00,325.8258,326.2200,325.4300,325.5940,617700
2020-02-13 12:15:00,324.9800,325.8900,324.9201,325.8290,524643
2020-02-13 12:00:00,325.1000,325.4400,324.9500,325.0100,378456
2020-02-13 11:45:00,325.2900,325.6232,324.7700,325.1100,527597
2020-02-13 11:30:00,325.3204,325.6800,325.0200,325.3000,524453
2020-02-13 11:15:00,325.3400,325.6000,324.9800,325.3100,660583
2020-02-13 11:00:00,324.5000,325.4800,324.4301,325.3300,902802
2020-02-13 10:45:00,323.9900,324.5244,323.5400,324.4897,871979
2020-02-13 10:30:00,325.1000,325.2700,323.5800,323.9900,1000297
2020-02-13 10:15:00,324.6350,325.2700,324.1700,325.1209,1127604
2020-02-13 10:00:00,325.2419,325.9000,324.4795,324.6285,1485918
2020-02-13 09:45:00,323.4020,325.4800,323.3900,325.2100,3093623
2020-02-12 16:00:00,325.9900,327.2100,325.9100,327.2000,2603097
2020-02-12 15:45:00,325.3900,326.0000,325.2000,325.9912,995926
2020-02-12 15:30:00,325.0000,325.4300,324.8700,325.4000,524333
2020-02-12 15:15:00,325.2700,325.4700,324.9600,325.0100,563113
2020-02-12 15:00:00,324.9902,325.5300,324.9902,325.2600,545951
2020-02-12 14:45:00,324.9562,325.2300,324.8500,325.0032,332909
2020-02-12 14:30:00,324.7900,325.2800,324.7300,324.9600,382798
2020-02-12 14:15:00,325.1300,325.3400,324.7400,324.8037,816447
2020-02-12 14:00:00,325.0900,325.4600,325.0000,325.1700,339990
2020-02-12 13:45:00,325.1105,325.2092,324.9068,325.0800,309259
2020-02-12 13:30:00,324.9162,325.2400,324.7626,325.1000,410694
2020-02-12 13:15:00,325.3000,325.3400,324.6300,324.9200,665031
2020-02-12 13:00:00,325.0000,325.4000,324.8900,325.2900,949475
2020-02-12 12:45:00,324.7904,325.0000,324.5600,324.9900,542218
2020-02-12 12:30:00,324.3696,324.8200,324.3145,324.8000,414335
2020-02-12 12:15:00,324.3800,324.6900,324.0000,324.3682,504275
2020-02-12 12:00:00,324.0400,324.6700,323.8800,324.4000,452487
2020-02-12 11:45:00,324.1800,324.5200,324.0100,324.0364,669161
2020-02-12 11:30:00,323.8200,324.6400,323.8200,324.1600,1138489
2020-02-12 11:15:00,323.2700,323.9000,323.1700,323.8101,754275
2020-02-12 11:00:00,323.2100,323.7000,323.1600,323.2600,643504
2020-02-12 10:45:00,322.3600,323.3400,322.3000,323.1700,740065
2020-02-12 10:30:00,322.5939,323.1800,322.3000,322.3600,768293
2020-02-12 10:15:00,323.4900,323.6517,322.3400,322.6000,1014475
2020-02-12 10:00:00,323.0100,323.6900,322.8100,323.4700,1035169
2020-02-12 09:45:00,321.6650,323.8600,321.5300,322.9702,2671397
2020-02-11 16:00:00,319.4100,319.9100,318.9400,319.6200,1324311
2020-02-11 15:45:00,319.1899,319.6600,318.7798,319.3850,802736
2020-02-11 15:30:00,319.3514,319.5700,318.7100,319.1800,1046448
2020-02-11 15:15:00,320.7000,321.0000,319.3000,319.3300,752663
2020-02-11 15:00:00,321.0800,321.2400,320.5200,320.6800,340335
2020-02-11 14:45:00,320.7200,321.2400,320.4000,321.0900,626363
2020-02-11 14:30:00,320.9700,321.3500,320.1600,320.6800,740081
2020-02-11 14:15:00,321.8000,321.8600,320.9000,320.9782,626767
2020-02-11 14:00:00,322.4600,322.7200,321.6700,321.8000,476972
2020-02-11 13:45:00,322.4300,322.6600,322.2200,322.4400,197234
2020-02-11 13:30:00,322.7500,322.7580,322.1300,322.4201,275700
2020-02-11 13:15:00,322.7000,323.0100,322.3800,322.7401,364786
2020-02-11 13:00:00,322.2800,322.7800,322.1600,322.6930,349449
2020-02-11 12:45:00,322.0400,322.4800,321.6100,322.2900,448941
2020-02-11 12:30:00,321.7600,322.2400,321.7200,322.0280,337200
2020-02-11 12:15:00,321.9700,322.4000,321.6100,321.7700,404528
2020-02-11 12:00:00,322.1600,322.5000,321.9500,321.9800,439774
2020-02-11 11:45:00,322.4700,322.6400,321.0100,322.1400,1035327
2020-02-11 11:30:00,322.5600,322.8531,322.3600,322.4700,472295
2020-02-11 11:15:00,322.8100,323.0600,322.5000,322.5162,418055
2020-02-11 11:00:00,323.2000,323.4700,322.6900,322.8400,733589
2020-02-11 10:45:00,322.1898,323.2400,322.0500,323.2000,889147
2020-02-11 10:30:00,322.1201,322.4900,321.7500,322.1936,628908
2020-02-11 10:15:00,321.7301,322.4100,321.6000,322.1200,838167
2020-02-11 10:00:00,322.2000,323.1700,321.7800,321.7900,1086857
2020-02-11 09:45:00,323.6000,323.9000,321.9600,322.1600,2627459
2020-02-10 16:00:00,320.9800,321.7400,320.7500,321.5600,1577721
2020-02-10 15:45:00,321.2700,321.2900,320.7600,320.9500,566633
2020-02-10 15:30:00,320.9100,321.3300,320.5600,321.2680,671041
2020-02-10 15:15:00,320.6454,321.0600,320.5700,320.9000,653663
2020-02-10 15:00:00,319.7600,320.7700,319.7100,320.6555,774517
2020-02-10 14:45:00,319.8577,319.9341,319.4500,319.7400,254716
2020-02-10 14:30:00,319.5500,319.9500,319.5100,319.8483,300391
2020-02-10 14:15:00,319.3600,319.5550,319.0100,319.5466,314237
2020-02-10 14:00:00,319.5100,319.7000,319.2400,319.3600,323121
2020-02-10 13:45:00,319.6400,319.9300,319.4000,319.4966,246480
2020-02-10 13:30:00,319.8500,320.0000,319.5800,319.6600,344343
2020-02-10 13:15:00,319.3850,319.9000,319.3000,319.8300,318263
2020-02-10 13:00:00,319.4100,319.6700,319.1900,319.4000,232044
2020-02-10 12:45:00,319.2385,319.4800,318.7300,319.3600,385465
2020-02-10 12:30:00,318.9801,319.2800,318.6100,319.2110,427657
2020-02-10 12:15:00,318.9068,319.0700,318.1500,319.0400,586433
2020-02-10 12:00:00,319.5100,319.9200,318.8000,318.9000,551174
2020-02-10 11:45:00,319.8200,320.1262,319.0800,319.5051,649018
2020-02-10 11:30:00,319.5050,320.2500,319.1700,319.8500,588619
